"Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AITool","Employment"
"Nelson Mandela Bay Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;SQL;VBA","Microsoft Access;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS);Microsoft Azure;VMware","jQuery","Information Services, IT, Software Development, or other Technology","WolframAlpha","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter","Employed, full-time"
"Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Senior Executive (C-Suite, VP, etc.)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Python;SQL","BigQuery;MongoDB","Amazon Web Services (AWS);Digital Ocean","WordPress","Retail and Consumer Services","ChatGPT","AWS CodeWhisperer;Codeium;Tabnine","Employed, full-time"
"Mbombela Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL","Dynamodb;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Microsoft Azure","Ruby on Rails","Financial Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot","Employed, full-time"
"Pretoria Campus","Data Science","I am a developer by profession","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;SQL;TypeScript","PostgreSQL","Amazon Web Services (AWS)","Node.js;React","Other","ChatGPT","AWS CodeWhisperer;Rubber Duck.AI","Employed, full-time"
"Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;Python;SQL;TypeScript","BigQuery;Dynamodb;Elasticsearch;MySQL;SQLite","Amazon Web Services (AWS);Google Cloud;Vercel","Express;Flask;jQuery;NestJS;Next.js;Node.js;React","Higher Education","ChatGPT","Codeium;GitHub Copilot","Employed, full-time"
"Mbombela Campus","IT","I am a developer by profession","Designer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Crystal;Go;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;PHP;PowerShell;Python;Ruby;Rust;SQL;TypeScript","BigQuery;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;IBM Cloud Or Watson;Microsoft Azure;Oracle Cloud Infrastructure (OCI)","AngularJS;jQuery;Laravel;NestJS;Next.js;Node.js;React;Ruby on Rails;Vue.js","Higher Education","Andi;Bing AI;ChatGPT","Adrenaline;GitHub Copilot;Tabnine","Employed, full-time"
"Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Research & Development role","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Java;JavaScript;Kotlin;Python;SQL","Elasticsearch;PostgreSQL;Redis","Amazon Web Services (AWS);Microsoft Azure","Flask;Spring Boot;Vue.js","Information Services, IT, Software Development, or other Technology","WolframAlpha","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter","Employed, full-time"
"Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript","Cosmos DB;Microsoft SQL Server;MongoDB","Hetzner;Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;Deno;Express;NestJS;Node.js","Higher Education","ChatGPT","AWS CodeWhisperer;GitHub Copilot","Employed, full-time"
"Mbombela Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript","MySQL","Amazon Web Services (AWS);Cloudflare","Django;Next.js;Node.js;React","Higher Education","ChatGPT","Favorable","Employed, full-time"
"Durban Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript","MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Linode, now Akamai;Vultr","Angular;Django;Express;jQuery;Next.js;Node.js;React;Ruby on Rails;Vue.js","Higher Education","ChatGPT","Adrenaline;GitHub Copilot;Tabnine","Employed, full-time"
"Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","Developer, full-stack","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","C#;HTML/CSS;JavaScript;PowerShell;Solidity;SQL;TypeScript","Microsoft SQL Server;MySQL","Heroku;Microsoft Azure;Netlify","Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;CodeIgniter;Express;jQuery;Laravel;Node.js;React;Remix;Solid.js","Retail and Consumer Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI","Employed, full-time"
"Durban Campus","Computer Science","I code primarily as a hobby","DevOps specialist","Some college/university study without earning a degree","Bash/Shell (all shells);C;JavaScript;Python;SQL","Dynamodb;Elasticsearch;InfluxDB;MariaDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud","Flask;jQuery","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;Whispr AI","Employed, full-time"
"Pretoria Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Lisp;Lua;PHP;Python;Rust;SQL;TypeScript;Zig","MariaDB;MySQL;PostgreSQL","Linode, now Akamai;Netlify;Vultr","Django;Node.js;Svelte","Higher Education","ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI","Employed, full-time"
"Vanderbijlpark Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Python","BigQuery;PostgreSQL;SQLite","Amazon Web Services (AWS);Google Cloud","FastAPI;Flask","Advertising Services","ChatGPT;Google Bard AI","AWS CodeWhisperer;Synk Code;Whispr AI","Employed, full-time"
"Durban Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C++;Python","Clickhouse;Dynamodb;Oracle;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Hetzner","Express;Flask","Other","Bing AI;ChatGPT;Google Bard AI;WolframAlpha","AWS CodeWhisperer;GitHub Copilot;Synk Code","Employed, full-time"
"Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, full-stack","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Assembly;Bash/Shell (all shells);C;C++;Haskell;HTML/CSS;MATLAB;PowerShell;Python;Rust;SQL","InfluxDB;MariaDB;Microsoft Access;MySQL;PostgreSQL;SQLite","Microsoft Azure;VMware","Flask","Wholesale","Bing AI;ChatGPT;WolframAlpha","GitHub Copilot","Employed, full-time"
"Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C#;JavaScript;Perl;Python;SQL;TypeScript","Dynamodb;Elasticsearch;Microsoft SQL Server;MySQL","Amazon Web Services (AWS)","Angular;ASP.NET;ASP.NET CORE;Drupal;Vue.js;WordPress","Financial Services","ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI","Independent contractor, freelancer, or self-employed"
"Durban Campus","Computer Science","I am a developer by profession","DevOps specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;Go;Java;JavaScript;Python;SQL;TypeScript","Dynamodb;MySQL;Oracle;PostgreSQL","Amazon Web Services (AWS);Microsoft Azure","Drupal","Financial Services","ChatGPT","Synk Code;Tabnine","Employed, full-time"
"Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Java;JavaScript;Kotlin;SQL;TypeScript","Cassandra;Cockroachdb;Elasticsearch;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud","Angular;Spring Boot","Financial Services","Bing AI;ChatGPT","Rubber Duck.AI;Tabnine","Independent contractor, freelancer, or self-employed"
"Nelson Mandela Bay Campus","Computer Science","I code primarily as a hobby","Student","Some college/university study without earning a degree","HTML/CSS;JavaScript;Python;TypeScript","Cloud Firestore","Heroku","Express;Node.js","Wholesale","ChatGPT;WolframAlpha","AWS CodeWhisperer;Replit Ghostwriter;Rubber Duck.AI;Tabnine","Not employed, but looking for work;Student, full-time"
"Mbombela Campus","Data Science","I used to be a developer by profession, but no longer am","Product manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;TypeScript","Microsoft SQL Server;Oracle","Microsoft Azure","Angular;NestJS;Node.js;WordPress","Financial Services","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr AI","Employed, full-time;Independent contractor, freelancer, or self-employed"
"Pretoria Campus","IT","I am a developer by profession","Developer, mobile","Some college/university study without earning a degree","Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;PHP;Ruby;SQL","MySQL;PostgreSQL","Amazon Web Services (AWS);Firebase;Heroku","AngularJS;Express;jQuery;Node.js;React","Other","ChatGPT;Google Bard AI","Codeium;Tabnine","Employed, full-time"
"Vanderbijlpark Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Rust;SQL;TypeScript","Cloud Firestore;MariaDB;MongoDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Hetzner;Microsoft Azure;Vercel","Blazor;Django;Express;Flask;Next.js;Node.js;Nuxt.js;React;Vue.js","Financial Services","ChatGPT;WolframAlpha","Rubber Duck.AI;Tabnine","Student, full-time;Employed, part-time"
"Pretoria Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript","Cassandra;Elasticsearch;Microsoft SQL Server;MongoDB;Redis","Amazon Web Services (AWS);Microsoft Azure","Angular;AngularJS;ASP.NET;ASP.NET CORE","Financial Services","ChatGPT","AWS CodeWhisperer;Replit Ghostwriter","Employed, full-time"
"Durban Campus","Data Science","I am a developer by profession","Developer, desktop or enterprise applications","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#;PowerShell","Cosmos DB;Microsoft SQL Server","Microsoft Azure","ASP.NET CORE;Blazor","Retail and Consumer Services","Bing AI;ChatGPT;Google Bard AI","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI","Employed, full-time"
"Durban Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C++;Java;JavaScript;PowerShell;Python","MariaDB;MySQL;SQLite","Fly.io;Heroku","Django;jQuery","Oil & Gas","Bing AI","Adrenaline;Mintlify","Employed, full-time"
"Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","Developer, full-stack","Something else","Bash/Shell (all shells);JavaScript;Python","Neo4J;PostgreSQL;Redis","Managed Hosting;OpenShift","Angular;Django;FastAPI;Nuxt.js;Vue.js","Healthcare","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Mintlify","Employed, full-time"
"Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Other (please specify):","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);JavaScript;Python;Rust;Solidity;SQL","MongoDB;PostgreSQL","Amazon Web Services (AWS);Cloudflare;Google Cloud","Django;Node.js;Remix","Legal Services","ChatGPT","Adrenaline;Tabnine","Employed, full-time"
"Nelson Mandela Bay Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript","H2;Oracle","Microsoft Azure;Netlify","Express;Node.js;React","Financial Services","ChatGPT","GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"Mbombela Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;F#;HTML/CSS;JavaScript;SQL;TypeScript","MongoDB;SQLite","Microsoft Azure","ASP.NET CORE;Express;Node.js;React","Insurance","ChatGPT","GitHub Copilot;Tabnine","Employed, full-time"
"Nelson Mandela Bay Campus","Computer Science","I code primarily as a hobby","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;Julia;Python;Ruby;SQL","Oracle;Redis","Firebase;IBM Cloud Or Watson","Phoenix","Manufacturing, Transportation, or Supply Chain","Andi","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter","Employed, full-time"
"Mbombela Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C;HTML/CSS;JavaScript;Ruby;SQL","PostgreSQL","Amazon Web Services (AWS)","jQuery;Ruby on Rails","Advertising Services","ChatGPT","AWS CodeWhisperer;Rubber Duck.AI","Employed, full-time"
"Mbombela Campus","Data Science","I code primarily as a hobby","Developer, full-stack","Primary/elementary school","Bash/Shell (all shells);Java;JavaScript;Rust","Dynamodb;MongoDB","Amazon Web Services (AWS);Vercel","Next.js;Node.js;React","Oil & Gas","Google Bard AI;You.com","AWS CodeWhisperer;Mintlify","Independent contractor, freelancer, or self-employed"
"Pretoria Campus","Data Science","I am a developer by profession","Developer, mobile","Some college/university study without earning a degree","Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Objective-C;PHP;SQL;Swift","MySQL;Redis;SQLite","Amazon Web Services (AWS);Managed Hosting","jQuery;Laravel;Node.js;Vue.js;WordPress","Wholesale","ChatGPT;WolframAlpha","GitHub Copilot;Mintlify","Employed, full-time;Independent contractor, freelancer, or self-employed"
"Durban Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;C++;Go;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;SQL;TypeScript","Cassandra;Cosmos DB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure","Express;Flask;jQuery;Node.js","Retail and Consumer Services","Bing AI;ChatGPT;Google Bard AI","Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time;Independent contractor, freelancer, or self-employed"
"Durban Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Go;HTML/CSS;PHP;SQL","BigQuery;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Google Cloud;Managed Hosting","jQuery;Node.js;React;WordPress","Legal Services","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL;TypeScript","PostgreSQL","Amazon Web Services (AWS)","Angular;AngularJS;jQuery;Node.js","Advertising Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Whispr AI","Employed, full-time"
"Mbombela Campus","IT","I am a developer by profession","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#;C++;HTML/CSS;JavaScript;SQL;TypeScript","Cosmos DB;Microsoft SQL Server;PostgreSQL","Microsoft Azure","Angular;ASP.NET;ASP.NET CORE","Advertising Services","ChatGPT","AWS CodeWhisperer;Mintlify","Employed, full-time;Student, part-time"
"Mbombela Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Go;Java;JavaScript;Python","Oracle;PostgreSQL","Amazon Web Services (AWS)","FastAPI;Node.js;Spring Boot","Advertising Services","Bing AI;ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine","Employed, full-time;Student, part-time"
"Durban Campus","IT","I am a developer by profession","Developer, full-stack","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);Clojure;HTML/CSS;JavaScript;Python;R;Rust","Datomic;PostgreSQL;SQLite","Amazon Web Services (AWS);Fly.io","React;WordPress","Advertising Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI","Employed, full-time"
"Nelson Mandela Bay Campus","IT","I am a developer by profession","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#","Microsoft SQL Server","Microsoft Azure","Vue.js","Retail and Consumer Services","ChatGPT","Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine","Employed, full-time"
"Pretoria Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript","Elasticsearch;MongoDB","Google Cloud","Fastify;Next.js;Node.js;React","Advertising Services","WolframAlpha","AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI","Employed, full-time"
"Durban Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;SQL","Cosmos DB;Microsoft SQL Server","Microsoft Azure","ASP.NET;ASP.NET CORE","Information Services, IT, Software Development, or other Technology","ChatGPT","Synk Code","Employed, full-time"
